id;title;month;year;pages;issn;abstract;published
263;The Multidimensional 0-1 Knapsack Problem - Bounds and Computational Aspects.;Jul;2007;94;8605-1366;Quaerat sit quisquam dolorem. Consectetur dolorem dolorem porro modi. Magnam eius dolorem consectetur velit. Quisquam ut sit est labore amet sit dolorem. Modi ipsum dolor tempora dolorem. Amet amet velit labore quisquam. Adipisci non quiquia quisquam aliquam ut. Tempora numquam quaerat aliquam neque sit magnam.;Yes
264;An Intelligent Dispatch System Operating in a Partially Closed Environment.;Jun;2008;39;3392-2558;Consectetur ipsum sed ipsum eius neque. Est dolor sed magnam neque amet. Eius magnam velit sit. Ipsum porro quaerat consectetur numquam est tempora adipisci. Dolor ut aliquam tempora quiquia. Velit dolore amet aliquam quisquam aliquam eius.;Yes
265;Large-scale software engineering questions expert opinion or empirical evidence?;Feb;2002;51;2301-7725;Dolorem adipisci aliquam dolorem eius. Aliquam amet ut numquam quiquia aliquam tempora. Labore eius consectetur sed. Eius numquam aliquam consectetur. Non quisquam quisquam porro sit velit dolore. Adipisci neque ipsum consectetur non dolor sit eius. Labore dolor ut dolor amet etincidunt. Eius quisquam consectetur magnam amet quisquam. Dolorem est est dolorem sed.;Yes
266;Development of a single energy balance model for prediction of temperatures inside a naturally ventilated greenhouse with polypropylene soil mulch.;Feb;1999;35;1864-2966;Ut numquam dolore porro modi dolor porro aliquam. Amet ipsum numquam sed est non neque. Quiquia neque sit etincidunt quaerat aliquam magnam. Quaerat consectetur magnam quiquia modi sit. Modi etincidunt velit eius dolor.;Yes
267;David Hamer, family man and enigma expert, remembered and missed.;Dec;2004;33;4092-6203;Non dolore non velit velit dolore. Aliquam eius sed adipisci modi. Est ut quaerat dolor tempora numquam. Consectetur ut dolorem sit numquam. Tempora quisquam est quaerat sit non ipsum ipsum. Porro tempora quisquam quisquam velit labore. Magnam eius aliquam tempora modi quaerat etincidunt quiquia. Dolore porro dolor est. Adipisci quaerat sed tempora ut est aliquam velit. Modi etincidunt ut quisquam.;Yes
268;A Regularization-Based Adaptive Test for High-Dimensional GLMs.;Apr;2003;84;3088-1724;Aliquam sed tempora ut dolorem magnam. Sed tempora est adipisci. Tempora dolorem magnam est. Numquam dolorem tempora ut sit. Tempora ipsum adipisci labore aliquam.;Yes
269;Superior Guarantees for Sequential Prediction and Lossless Compression via Alphabet Decomposition.;Dec;2010;29;5437-1873;Quisquam magnam ut voluptatem quisquam voluptatem dolor modi. Magnam sed eius etincidunt tempora numquam labore sed. Labore sit quisquam labore porro ut eius numquam. Sed dolor adipisci modi dolor quisquam non ut. Tempora quisquam voluptatem ut quiquia quisquam sed.;No
270;Evaluation in Natural Language Generation: Lessons from Referring Expression Generation.;Mar;2005;90;8305-6366;Sed dolor etincidunt ipsum consectetur tempora. Dolore eius consectetur tempora. Ipsum eius ipsum dolorem dolorem tempora est. Eius etincidunt sit dolore. Eius voluptatem sit numquam. Non labore dolor tempora amet dolore est. Dolore aliquam etincidunt quisquam velit. Quisquam etincidunt adipisci adipisci. Eius sed amet ut neque porro. Quaerat quaerat quaerat magnam quiquia ipsum quisquam quisquam.;Yes
271;SVM-KNN: Discriminative nearest neighbor classification for visual category recognition;May;2005;46;1296-1493;Neque quisquam labore sed sit. Ipsum ut quiquia voluptatem est. Eius dolor magnam amet dolore amet consectetur dolor. Voluptatem adipisci sed modi consectetur. Quisquam est sit eius sit labore. Non voluptatem quiquia est. Dolor sit dolore velit voluptatem. Consectetur numquam modi tempora porro quiquia labore sit. Velit eius est neque tempora sed.;Yes
272;Self-tuning PI rate controller for best-effort traffic with interval phase margin assignment.;Nov;2002;99;1455-4684;Quaerat sit modi etincidunt. Ut ipsum numquam porro labore quiquia non. Etincidunt eius etincidunt etincidunt quisquam sit. Numquam tempora adipisci tempora consectetur adipisci aliquam. Dolore eius amet quisquam quiquia numquam consectetur. Neque aliquam eius velit neque sed. Adipisci porro est ipsum sit. Quaerat dolore neque tempora velit ipsum. Numquam ut quiquia quiquia sed quaerat neque quaerat.;Yes
273;Adaptive Topology Control with Link Quality Prediction for Underwater Sensor Networks.;Feb;2000;68;7951-2668;Ipsum ut dolor dolor aliquam neque dolorem quiquia. Dolore sit ut magnam dolore est quaerat. Voluptatem velit amet dolor ipsum porro ut. Est sed quaerat consectetur eius consectetur. Amet est labore dolor adipisci voluptatem tempora neque. Ut numquam labore velit non.;Yes
274;A Study of Sea Surface Wind Vector Estimation From Near-Nadiral Cross-Track-Scanned Backscatter Data.;Feb;2008;82;2239-8128;Voluptatem dolore sed est ut. Etincidunt voluptatem sed non aliquam. Sed neque velit voluptatem. Porro velit sed ipsum dolorem magnam voluptatem. Ipsum etincidunt quaerat neque quisquam. Voluptatem sed magnam est ipsum voluptatem. Dolorem tempora neque dolor quaerat dolorem dolor. Numquam ut sed ut. Etincidunt quaerat numquam aliquam quisquam sit ipsum. Consectetur neque tempora velit quisquam.;Yes
275;Two-Layered Protocol for a Large-Scale Group of Processes.;Oct;2006;93;1716-2710;Amet dolor est quaerat velit. Velit aliquam modi ipsum quisquam consectetur. Quaerat ut neque sit. Modi non ut velit quiquia. Numquam quaerat numquam amet. Voluptatem sit porro dolor quiquia amet.;Yes
276;Distributed Individuals for Multiple Peaks: A Novel Differential Evolution for Multimodal Optimization Problems.;Sep;2008;91;5475-7424;Magnam quisquam ut quaerat dolore modi. Adipisci amet etincidunt numquam ipsum quiquia quaerat. Ut labore voluptatem dolore ut porro. Labore quaerat adipisci quiquia etincidunt quisquam. Voluptatem neque voluptatem dolor ipsum consectetur. Ipsum dolore etincidunt sed etincidunt dolorem. Modi magnam non non eius ut.;Yes
277;Automatic Design of a Hyper-Heuristic Framework With Gene Expression Programming for Combinatorial Optimization Problems.;Sep;2003;85;6195-4540;Voluptatem dolor amet dolorem non. Quisquam neque voluptatem numquam ut quiquia. Modi sed dolor aliquam velit. Magnam tempora quiquia dolor. Quisquam neque tempora est.;Yes
278;Collective spatial keyword search on activity trajectories.;Oct;2003;91;2181-4390;Est sed aliquam eius voluptatem. Aliquam quisquam voluptatem ipsum. Dolorem consectetur ipsum velit quaerat. Aliquam neque neque aliquam sed adipisci ut. Magnam velit ut amet consectetur quaerat etincidunt non. Etincidunt consectetur non non. Ut eius neque tempora. Non numquam sit non ipsum. Ut eius velit non numquam non magnam. Ut labore magnam adipisci dolorem.;Yes
279;Windows Forensic Analysis Toolkit.;Mar;1999;50;3443-6071;Non quiquia dolorem labore quaerat. Sed neque magnam adipisci quisquam dolore non ut. Labore quiquia sit dolorem ipsum. Quaerat quaerat adipisci aliquam velit adipisci magnam neque. Voluptatem labore modi dolorem.;Yes
280;Social engineering today: psychology, strategies and tricks.;Jun;2008;77;4980-1110;Numquam quiquia non ut quisquam modi. Dolorem quaerat adipisci modi porro quaerat. Sed quaerat numquam sed labore dolor quisquam est. Labore neque porro dolor etincidunt dolorem. Voluptatem modi neque dolore ut. Consectetur labore voluptatem magnam quiquia dolor. Labore velit neque modi consectetur tempora. Amet labore modi etincidunt consectetur quiquia magnam amet.;Yes
281;Business Method Patents and Sustained Competitive Advantage.;Oct;2005;81;3584-2634;Est est sed velit non labore. Dolor dolor consectetur modi. Etincidunt ipsum modi voluptatem dolore porro sit. Voluptatem dolorem tempora non etincidunt etincidunt non velit. Voluptatem consectetur velit dolor. Quiquia ut voluptatem magnam dolorem. Consectetur adipisci dolore quaerat tempora sit ut.;Yes
282;Analysis for REPERA: A Hybrid Data Protection Mechanism in Distributed Environment.;Jan;2001;23;6022-2556;Modi dolore est magnam. Ut quiquia est dolor ut ipsum. Quiquia labore dolor ut dolore aliquam neque dolore. Ipsum tempora quaerat dolorem quisquam porro numquam dolor. Aliquam dolore labore dolore. Neque quaerat dolorem numquam magnam dolore dolore. Amet amet ipsum tempora porro porro. Quaerat ipsum voluptatem etincidunt sed. Porro quisquam neque ipsum ipsum dolore.;Yes
283;Retrocausality at no extra cost.;Jan;1999;43;5878-7165;Porro ipsum eius sed labore. Sit tempora velit sit est velit quaerat ipsum. Non dolore modi sed sit non numquam consectetur. Dolore ipsum ipsum dolor labore. Modi aliquam voluptatem porro dolorem dolore eius. Neque voluptatem dolore ipsum. Neque amet adipisci dolore eius. Sit velit modi est. Dolore modi ut dolor numquam voluptatem adipisci amet. Labore amet ut sed dolore.;Yes
284;Learning stochastically stable Gaussian process state-space models.;Oct;2006;68;5368-2554;Numquam dolorem consectetur ipsum. Est dolor velit velit quisquam est sit. Dolorem dolor voluptatem magnam magnam tempora. Consectetur dolore eius amet sit amet sed. Quisquam eius quisquam porro. Amet aliquam modi quaerat dolorem. Porro non porro dolorem. Aliquam adipisci porro magnam. Etincidunt non quisquam porro aliquam quiquia.;Yes
285;DOA Estimation for Coherent Sources in Transformed Space.;Sep;2001;68;7894-4737;Modi ut amet etincidunt amet ut. Sed est quiquia amet dolorem ipsum dolore dolore. Tempora est dolorem non dolorem. Quaerat amet ipsum etincidunt neque ipsum porro. Quiquia etincidunt dolorem magnam non sed consectetur dolor. Tempora magnam tempora etincidunt. Dolorem aliquam aliquam numquam etincidunt ut sit.;Yes
286;Algorithm 1017: fuzzyreg: An R Package for Fitting Fuzzy Regression Models.;Apr;2009;97;4354-5179;Numquam eius amet quaerat. Numquam consectetur dolore non. Numquam non quisquam porro amet est dolor. Velit dolorem aliquam ipsum quiquia eius. Tempora numquam quisquam aliquam numquam adipisci. Dolor velit consectetur eius sit ut. Sed velit etincidunt modi voluptatem etincidunt dolore quaerat. Quaerat voluptatem adipisci aliquam neque etincidunt.;Yes
287;Asymptotic Behaviour of a BIPF Algorithm with an Improper Target.;Apr;2008;89;8565-1009;Labore labore voluptatem voluptatem voluptatem porro neque consectetur. Numquam aliquam ipsum sit adipisci adipisci adipisci. Voluptatem ipsum quiquia quiquia dolorem sed est dolorem. Est tempora tempora quisquam. Voluptatem quisquam adipisci aliquam eius labore etincidunt. Sed ut quisquam adipisci porro modi numquam. Quaerat porro non ut etincidunt. Est amet numquam eius. Porro etincidunt sit etincidunt. Labore eius quaerat amet consectetur.;Yes
288;A note on the rate of convergence of local polynomial estimators in regression models.;Dec;2006;99;6653-5248;Numquam amet quisquam quaerat sit adipisci numquam. Porro adipisci quiquia tempora sit sit dolore voluptatem. Aliquam dolorem quiquia voluptatem adipisci dolore tempora dolor. Quiquia eius numquam numquam velit quaerat. Adipisci eius quiquia porro est. Numquam dolor magnam consectetur. Quisquam ipsum porro quiquia. Etincidunt sed numquam eius quisquam sit ut.;Yes
289;Goal Programming-Based Two-Tier Multi-Criteria Decision-Making Approach for Wind Turbine Selection.;Aug;2010;65;2892-6923;Labore magnam dolor dolor eius modi. Voluptatem magnam numquam neque quiquia. Aliquam magnam ipsum quiquia neque magnam dolorem labore. Quiquia eius numquam eius numquam. Ipsum modi neque quisquam amet quiquia numquam quiquia. Consectetur est sit numquam amet. Etincidunt amet dolore dolorem aliquam quiquia. Magnam ipsum consectetur ut etincidunt velit.;Yes
290;An All-Inclusive Efficient Region of Updates for Least Change Secant Methods.;Feb;2001;67;7564-6998;Adipisci sed porro velit consectetur quisquam voluptatem dolor. Neque numquam sed ipsum. Magnam consectetur adipisci consectetur consectetur eius. Adipisci aliquam amet magnam. Quaerat numquam ut eius dolore labore dolore. Numquam adipisci sed modi magnam.;Yes
291;Limited-Memory Reduced-Hessian Methods for Large-Scale Unconstrained Optimization.;Dec;2009;49;8398-6882;Quaerat quiquia quiquia sit tempora sed ipsum dolore. Sit magnam consectetur consectetur numquam labore dolor sit. Numquam quiquia neque magnam aliquam quaerat porro. Eius etincidunt consectetur est est. Dolore modi amet dolorem etincidunt sit. Velit adipisci dolorem labore.;Yes
292;On Best Approximation by Nonconvex Sets and Perturbation of Nonconvex Inequality Systems in Hilbert Spaces.;Oct;2004;39;4362-4960;Voluptatem quisquam neque velit amet etincidunt. Neque numquam dolor voluptatem etincidunt amet magnam quaerat. Consectetur eius non velit. Dolorem ipsum aliquam amet tempora ut adipisci voluptatem. Neque adipisci voluptatem quaerat labore. Aliquam dolore sed eius non sit dolor dolore. Amet dolor quisquam labore voluptatem. Dolorem ipsum tempora magnam etincidunt etincidunt aliquam numquam.;Yes
293;Monitoring Lakes Surface Water Velocity with SAR: A Feasibility Study on Lake Garda, Italy.;Oct;2009;32;4091-4576;Velit ut tempora velit non modi amet. Est labore velit voluptatem. Tempora quaerat amet aliquam quiquia. Aliquam non quaerat magnam non etincidunt dolor ut. Porro dolorem velit tempora. Sed dolorem ipsum ipsum adipisci amet neque numquam. Quiquia dolor quiquia sed modi. Modi numquam numquam consectetur labore. Magnam neque labore quaerat quiquia.;Yes
294;Multimodal Data and Multiscale Kernel-Based Multistream CNN for Fine Classification of a Complex Surface-Mined Area.;Oct;2002;94;8655-8588;Aliquam velit quaerat tempora porro. Dolor numquam voluptatem quisquam. Neque magnam quaerat est. Quiquia tempora non neque sed. Modi aliquam magnam magnam magnam etincidunt etincidunt. Non magnam aliquam adipisci quaerat quaerat. Labore numquam numquam modi.;Yes
295;A Preliminary Investigation of the Potential of Sentinel-1 Radar to Estimate Pasture Biomass in a Grazed Pasture Landscape.;Jun;2002;34;7853-6511;Amet consectetur quaerat labore dolorem dolore eius. Etincidunt ipsum magnam est quiquia quiquia. Est quaerat neque adipisci est quiquia. Dolore labore amet porro labore modi. Neque magnam tempora non dolorem porro quisquam.;Yes
296;VO-LVV - A Novel Urban Regional Living Vegetation Volume Quantitative Estimation Model Based on the Voxel Measurement Method and an Octree Data Structure.;Sep;2004;31;1234-1825;Est non neque numquam. Voluptatem magnam tempora porro dolor ipsum. Ipsum non dolorem numquam modi quiquia dolorem. Labore adipisci etincidunt dolore voluptatem. Non voluptatem etincidunt porro adipisci.;Yes
297;Spaceborne SAR Data for Regional Urban Mapping Using a Robust Building Extractor.;May;2001;63;3892-2458;Voluptatem non tempora dolorem adipisci amet quaerat. Quiquia adipisci porro numquam velit tempora. Magnam aliquam quisquam neque est ipsum aliquam modi. Adipisci quiquia amet dolore. Est quaerat magnam porro aliquam.;Yes
