inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
7522981;Anjali Bakhru|Ann Brown;;;Organizational Dynamics of Technology-Based Innovation;;;;conf/ifip8-6/2007;;;https://doi.org/10.1007/978-0-387-72804-9_24;oa;;conf/ifip8-6/BrownB07;2018-06-26;;;;;363-376;;;;Information Systems Innovation Research and the Case of RFID.;;;db/conf/ifip8-6/ifip8-6-2007.html#BrownB07;;2007
7523396;Farhana H. Zulkernine|Jared Zebedee|Patrick Martin 0001|Wendy Powley|Wenhu Tian;;;WSMDEIS;;;;conf/wsmai/2005;;;;;;conf/wsmai/TianZZPM05;2017-11-16;;;;;32-44;;;;Architecture for an Autonomic Web Services Environment.;;;db/conf/wsmai/wsmdeis2005.html#TianZZPM05;;2005
7524906;Ali Douik|Nabi Habiba;;0000-0002-0178-501X;ATSIP;;;;conf/atsip/2016;;;https://doi.org/10.1109/ATSIP.2016.7523070;;;conf/atsip/HabibaA16;2018-11-20;;;;;212-216;;;;Salient spectral features for points detection.;;;db/conf/atsip/atsip2016.html#HabibaA16;;2016
7530047;Daewan Han|Myung-Hwan Kim|Yongjin Yeom;;;Public Key Cryptography;;;;conf/pkc/2007;;;https://doi.org/10.1007/978-3-540-71677-8_8;;;conf/pkc/HanKY07;2017-05-24;;;;;107-117;;;;Cryptanalysis of the Paeng-Jung-Ha Cryptosystem from PKC 2003.;;;db/conf/pkc/pkc2007.html#HanKY07;;2007
7533241;Alan G. Merten|Jeffrey A. Hoffer|John F. Rockart;;;ICIS;;;;conf/icis/1980;;;http://aisel.aisnet.org/icis1980/6;;;conf/icis/HofferMR80;2016-12-02;;;;;6;;;;Teaching the Currentor Future General Managers: a Critical Function for the MIS Faculty.;;;db/conf/icis/icis1980.html#HofferMR80;;1980
7536194;Dinh Khoi Nguyen|John Qi Dong|P. C. Verhoef|Thijs L. J. Broekhuizen;;;ICIS;;;;conf/icis/2019;;;https://aisel.aisnet.org/icis2019/business_models/business_models/15;;;conf/icis/NguyenBDV19;2019-12-10;;;;;;;;;Digital readiness: construct development and empirical validation.;;;db/conf/icis/icis2019.html#NguyenBDV19;;2019
7541767;Alexander Borisov|Eugene Tuv|George C. Runger|Nuttha Lurponglukana-Strand;;;IDA;;;;conf/ida/2009ida;;;https://doi.org/10.1007/978-3-642-03915-7_20;;;conf/ida/BorisovRTL09;2017-05-23;;;;;225-236;;;;Zero-Inflated Boosted Ensembles for Rare Event Counts.;;;db/conf/ida/ida2009ida.html#BorisovRTL09;;2009
7543345;André van Renssen|Jean-Lou De Carufel|Luis Barba|Prosenjit Bose|Sander Verdonschot;;0000-0002-8906-0573|0000-0002-9294-9947;WADS;;;;conf/wads/2013;;;https://doi.org/10.1007/978-3-642-40104-6_10|https://www.wikidata.org/entity/Q29031099;;;conf/wads/BarbaBCRV13;2018-11-14;;;;;109-120;;;;On the Stretch Factor of the Theta-4 Graph.;;;db/conf/wads/wads2013.html#BarbaBCRV13;;2013
7543677;Ahmad Biniaz|Hugo A. Akitaya|Prosenjit Bose;;;WADS;;;;conf/wads/2021;;;https://doi.org/10.1007/978-3-030-83508-8_1;;;conf/wads/AkitayaBB21;2021-08-05;;;;;1-14;;;;On the Spanning and Routing Ratios of the Directed $\varTheta _6$-Graph.;;;db/conf/wads/wads2021.html#AkitayaBB21;;2021
7544495;Jinsiang Shaw|Kai-Yuan Cheng;;;ICIT;;;;conf/icit2/2016;;;https://doi.org/10.1109/ICIT.2016.7475004;;;conf/icit2/ShawC16;2022-01-28;;;;;1622-1625;;;;Object identification and 3-D position calculation using eye-in-hand single camera for robot gripper.;;;db/conf/icit2/icit2016.html#ShawC16;;2016
7547184;Bruno Riccò|Michele Favalli|Piero Olivo;;;EURO-DAC;;;;conf/eurodac/1991;;;http://dl.acm.org/citation.cfm?id=951532;;;conf/eurodac/FavalliOR91;2015-11-17;;;;;85-88;;;;A probabilistic fault model for analog faults.;;;db/conf/eurodac/euro-dac1991.html#FavalliOR91;;1991
7547226;Gabriele Saucier|P. Chapier|R. Doucet|Régis Leveugle|T. Michel;;;EDAC-ETC-EUROASIC;;;;conf/eurodac/1994edac;;;https://doi.org/10.1109/EDTC.1994.326905;;;conf/eurodac/MichelLSDC94;2017-05-24;;;;;14-18;;;;Taking Advantage of ASICs to Improve Dependability with Very Low Overheads.;;;db/conf/eurodac/eurodac1994.html#MichelLSDC94;;1994
7553389;Chun Hu|Hui Wang|Ping Li;;;SMC;;;;conf/smc/2003;;;https://doi.org/10.1109/ICSMC.2003.1245774;;;conf/smc/HuLW03;2017-05-17;;;;;4992-4997;;;;Improved modeling algorithm of fuzzy Petri net for fuzzy reasoning.;;;db/conf/smc/smc2003.html#HuLW03;;2003
7557325;Gracia Gingras|Jean-Marc Robert 0002;;;SMC;;;;conf/smc/2007;;;https://doi.org/10.1109/ICSMC.2007.4414111;;;conf/smc/RobertG07;2017-11-24;;;;;220-227;;;;A study of asynchronous and synchronous collaboration between subjects for the production of educational material.;;;db/conf/smc/smc2007.html#RobertG07;;2007
7560009;Arjen Zoeteman|Coenraad Esveld;;;SMC (5);;;;conf/smc/2004;;;https://doi.org/10.1109/ICSMC.2004.1401184;;;conf/smc/ZoetemanE04;2017-05-17;;;;;4165-4170;;;;State of the art in railway maintenance management: planning systems and their application in Europe.;;;db/conf/smc/smc2004-5.html#ZoetemanE04;;2004
7562137;Guangming Xie|Long Wang 0001;;;SMC;;;;conf/smc/2003;;;https://doi.org/10.1109/ICSMC.2003.1244688;;;conf/smc/XieW03;2017-10-11;;;;;1898-1903;;;;Stabilization of a class switched linear systems.;;;db/conf/smc/smc2003.html#XieW03;;2003
7562659;Ahmed Badreddine|Nahla Ben Amor|Taieb Ben Romdhane;;;SMC;;;;conf/smc/2009;;;https://doi.org/10.1109/ICSMC.2009.5346093;;;conf/smc/BadreddineRA09;2017-05-17;;;;;4728-4733;;;;A Multi-objective Approach to Implement an Integrated Management System: Quality, Security, Environment.;;;db/conf/smc/smc2009.html#BadreddineRA09;;2009
7563801;Masaomi Oda;;;SMC;;;;conf/smc/2012;;;https://doi.org/10.1109/ICSMC.2012.6378063;;;conf/smc/Oda12;2017-05-17;;;;;2178-2183;;;;Perception of consonance about harmonious sounds.;;;db/conf/smc/smc2012.html#Oda12;;2012
7569570;Georges G. E. Gielen|Jan Crols|Michiel Steyaert|Stéphane Donnay;;;ICCAD;;;;conf/iccad/1995;;;http://doi.ieeecomputersociety.org/10.1109/ICCAD.1995.480170|https://dl.acm.org/citation.cfm?id=225111|https://doi.org/10.1109/ICCAD.1995.480170;;;conf/iccad/CrolsDSG95;2018-11-26;;;;;550-553;;;;A high-level design and optimization tool for analog RF receiver front-ends.;;;db/conf/iccad/iccad1995.html#CrolsDSG95;;1995
7570549;Bei Yu 0001|Binwu Zhu|Fan Yang|Martin D. F. Wong|Ran Chen|Xinyun Zhang|Xuan Zeng 0001;;;ICCAD;;;;conf/iccad/2021;;;https://doi.org/10.1109/ICCAD51958.2021.9643590;;;conf/iccad/ZhuCZY00W21;2021-12-28;;;;;1-8;;;;Hotspot Detection via Multi-task Learning and Transformer Encoder.;;;db/conf/iccad/iccad2021.html#ZhuCZY00W21;;2021
7583005;David E. Goldberg|Jian-Hung Chen|Kumara Sastry|Shinn-Ying Ho;;;GECCO;;;;conf/gecco/2002;;;;;;conf/gecco/ChenGHS02;2003-02-21;;;;;319-326;;;;Fitness Inheritance In Multi-objective Optimization.;;;db/conf/gecco/gecco2002.html#ChenGHS02;;2002
7585548;Chih-Wei Kang|Jian-Hung Chen;;;GECCO (Companion);;;;conf/gecco/2009c;;;https://doi.org/10.1145/1570256.1570276;;;conf/gecco/KangC09;2018-11-06;;;;;2059-2064;;;;Multi-objective evolutionary optimization of 3D differentiated sensor network deployment.;;;db/conf/gecco/gecco2009c.html#KangC09;;2009
7587671;Aymeric Vié;;;GECCO Companion;;;;conf/gecco/2021c;;;https://doi.org/10.1145/3449726.3463134;;;conf/gecco/Vie21;2021-07-15;;;;;1994-1997;;;;Population network structure impacts genetic algorithm optimisation performance.;;;db/conf/gecco/gecco2021c.html#Vie21;;2021
7591788;Chia-Hao Hsu|Sheng-De Wang;;;CSE;;;;conf/cse/2013;;;http://doi.ieeecomputersociety.org/10.1109/CSE.2013.119|https://doi.org/10.1109/CSE.2013.119;;;conf/cse/HsuW13;2017-05-24;;;;;778-785;;;;An Embedded NIDS with Multi-core Aware Packet Capture.;;;db/conf/cse/cse2013.html#HsuW13;;2013
7599763;Graham Fyffe|Paul E. Debevec|Xueming Yu;;;ICCP;;;;conf/iccp/2011;;;http://doi.ieeecomputersociety.org/10.1109/ICCPHOT.2011.5753116|https://doi.org/10.1109/ICCPHOT.2011.5753116;;;conf/iccp/FyffeYD11;2019-02-21;;;;;1-6;;;;Single-shot photometric stereo by spectral multiplexing.;;;db/conf/iccp/iccp2011.html#FyffeYD11;;2011
7600011;Andre Kassis|Dov Murik|Fady Copty|Sharon Keidar-Barner;;;IOSec@RAID;;;;conf/raid/2018iosec;;;https://doi.org/10.1007/978-3-030-12085-6_9;;;conf/raid/CoptyKKM18;2019-01-31;;;;;99-109;;;;Deep Ahead-of-Threat Virtual Patching.;;;db/conf/raid/iosec2018.html#CoptyKKM18;;2018
7600984;Clement T. Yu|King-Lup Liu|Naphtali Rishe|Weiyi Meng;;;ACM DL;DL/1999/P233.pdf;;;conf/dl/1999;;;https://doi.org/10.1145/313238.313394;;;conf/dl/LiuYMR99;2018-11-06;;;;;233-234;;;;Discovery of Similarity Computations on the Internet.;;;db/conf/dl/dl99.html#LiuYMR99;;1999
7602870;Gisela Granitzer|Klaus Tochtermann;;;ICALT;;;;conf/icalt/2008;;;http://doi.ieeecomputersociety.org/10.1109/ICALT.2008.170|https://doi.org/10.1109/ICALT.2008.170;;;conf/icalt/TochtermannG08;2017-05-23;;;;;8-13;;;;The Long Way towards Workplace-Integrated Learning.;;;db/conf/icalt/icalt2008.html#TochtermannG08;;2008
7608832;Jun Terada|Junichi Kani|Masamichi Fujiwara|Ryo Igarashi|Takuya Kanai;;0000-0002-1197-6645|0000-0003-2742-2935;OECC/PSC;;;;conf/ps/2019;;;https://doi.org/10.23919/PS.2019.8818087;;;conf/ps/IgarashiFKKT19;2022-01-03;;;;;1-3;;;;Raman Amplification Based 40 km Reach 10G-EPON for Consolidation on the Central Office Building.;;;db/conf/ps/psc2019.html#IgarashiFKKT19;;2019
7617480;Jirí Krupka|Vladimír Olej;;;ISDA;;;;conf/isda/2005;;;http://doi.ieeecomputersociety.org/10.1109/ISDA.2005.78|https://doi.org/10.1109/ISDA.2005.78;;;conf/isda/OlejK05;2017-12-14;;;;;186-191;;;;Prediction of Gross Domestic Product Development by Takagi-Sugeno Fuzzy Inference Systems.;;;db/conf/isda/isda2005.html#OlejK05;;2005
7620061;Federico Rossi 0001|Marco Pavone;;0000-0002-8091-881X;Allerton;;;;conf/allerton/2013;;;https://doi.org/10.1109/Allerton.2013.6736546;;;conf/allerton/RossiP13;2020-11-11;;;;;358-365;;;;Decentralized decision-making on robotic networks with hybrid performance metrics.;;;db/conf/allerton/allerton2013.html#RossiP13;;2013
7620994;Fagen Fang|Qi Fang|Qingyuan Shang|Sha Wang;;;ICITE;;;;conf/icite/2020;;;https://doi.org/10.1109/ICITE50838.2020.9231379;;;conf/icite/WangSFF20;2020-10-28;;;;;165-169;;;;Research on Automated Testing Method of Railway Signaling System.;;;db/conf/icite/icite2020.html#WangSFF20;;2020
7624007;Adam Schroeder|Brian Trease|Lauren Marshall;;;Living Machines;;;;conf/lm/2018;;;https://doi.org/10.1007/978-3-319-95972-6_31;;;conf/lm/MarshallST18;2018-07-09;;;;;300-303;;;;Platform Selection of a Manta-Inspired Robot for Mitigating Near-Shore Harmful Algal Blooms.;;;db/conf/lm/lm2018.html#MarshallST18;;2018
7626532;Amani Naseem|Andreas Dippon|David Altimira|Florian Mueller 0001|Jayden Garner|Rohit Ashok Khot|Saul Greenberg|Sophie Stellmach|Susanne Boll;;0000-0001-6472-3476|0000-0002-1447-8625;Conference on Designing Interactive Systems;;;;conf/ACMdis/2014;;;https://doi.org/10.1145/2598510.2598532;;;conf/ACMdis/MuellerSGDBGKNA14;2021-10-14;;;;;533-542;;;;Proxemics play: understanding proxemics for designing digital play experiences.;;;db/conf/ACMdis/ACMdis2014.html#MuellerSGDBGKNA14;;2014
7627024;Amanda Gilvin|Bella Virgilio|Christina Pollalis|Dana Hsiao|Lauren Futami|Lauren Westendorf|Orit Shaer;;;Conference on Designing Interactive Systems (Companion Volume);;;;conf/ACMdis/2018c;;;https://doi.org/10.1145/3197391.3205435;;;conf/ACMdis/PollalisGWFVHS18;2018-11-21;;;;;195-200;;;;ARtLens: Enhancing Museum Visitors' Engagement with African Art.;;;db/conf/ACMdis/ACMdis2018c.html#PollalisGWFVHS18;;2018
7631121;Ray-I Chang|Ruei-Chuan Chang|Wei-Kuan Shih;;0000-0002-8737-7227;ICPADS;;;;conf/icpads/2000;;;http://doi.ieeecomputersociety.org/10.1109/ICPADS.2000.857714|https://doi.org/10.1109/ICPADS.2000.857714;;;conf/icpads/ChangSC00a;2022-01-03;;;;;323-330;;;;Multimedia Real-Time Disk Scheduling by Hybrid Local/Global Seek-Optimizing Approaches.;;;db/conf/icpads/icpads2000.html#ChangSC00a;;2000
7631271;Shou-Hsuan Stephen Huang|Ying-Wei Kuo;;;ICPADS;;;;conf/icpads/2007;;;http://doi.ieeecomputersociety.org/10.1109/ICPADS.2007.4447772|https://doi.org/10.1109/ICPADS.2007.4447772;;;conf/icpads/KuoH07;2017-05-26;;;;;1-8;;;;Stepping-stone detection algorithm based on order preserving mapping.;;;db/conf/icpads/icpads2007.html#KuoH07;;2007
7631386;Jehn-Ruey Jiang|Shun-Yun Hu;;;ICPADS;;;;conf/icpads/2008;;;http://doi.ieeecomputersociety.org/10.1109/ICPADS.2008.121|https://doi.org/10.1109/ICPADS.2008.121;;;conf/icpads/HuJ08;2017-05-26;;;;;787-792;;;;Plug: Virtual Worlds for Millions of People.;;;db/conf/icpads/icpads2008.html#HuJ08;;2008
7637627;Christian Freksa|Felix Kroll|Maria Vasardani;;0000-0002-0330-0004|0000-0003-0208-0561|0000-0003-2195-3903;Spatial Cognition;;;;conf/spatialCognition/2020;;;https://doi.org/10.1007/978-3-030-57983-8_2;;;conf/spatialCognition/FreksaVK20;2020-09-19;;;;;18-32;;;;Dynamic Problem Solving in Space.;;;db/conf/spatialCognition/spatialCognition2020.html#FreksaVK20;;2020
7639767;Harry Rudin|Jan Gustavsson;;;PSTV;;;;conf/pstv/1989;;;;;;conf/pstv/GustavssonR89;2002-01-03;;;;;247-258;;;;Including a Queue in a Formal-Description-Driven Protocol Performance Analysis.;;;db/conf/pstv/pstv1989.html#GustavssonR89;;1989
7640552;Alberto García-Sola|Andres Sanchez|Francisco Campuzano|Juan A. Botía Blaya;;0000-0002-6992-598X;Intelligent Environments;;;;conf/intenv/2014;;;https://doi.org/10.1109/IE.2014.13;;;conf/intenv/SanchezCGB14;2018-11-02;;;;;39-46;;;;Building Your Own Infrastructure Based 802.11 Fingerprinting Service.;;;db/conf/intenv/intenv2014.html#SanchezCGB14;;2014
7640678;Davy Preuveneers|Yolande Berbers;;;Intelligent Environments;;;;conf/intenv/2014;;;https://doi.org/10.1109/IE.2014.43;;;conf/intenv/PreuveneersB14;2017-05-23;;;;;226-233;;;;SAMURAI: A Streaming Multi-tenant Context-Management Architecture for Intelligent and Scalable Internet of Things Applications.;;;db/conf/intenv/intenv2014.html#PreuveneersB14;;2014
7640832;Aung Aung Phyo Wai|Chi-Chun Hsia|Jit Biswas|Koujuch Liou|Victor Foo Siang Fook|Weimin Huang;;;Intelligent Environments;;;;conf/intenv/2010;;;http://doi.ieeecomputersociety.org/10.1109/IE.2010.31|https://doi.org/10.1109/IE.2010.31;;;conf/intenv/WaiHFBHL10;2017-05-23;;;;;128-133;;;;Situation-Aware Patient Monitoring in and around the Bed Using Multimodal Sensing Intelligence.;;;db/conf/intenv/intenv2010.html#WaiHFBHL10;;2010
7640847;Kseniya Zablotskaya|Sergey Zablotskiy|Wolfgang Minker;;;Intelligent Environments;;;;conf/intenv/2010;;;http://doi.ieeecomputersociety.org/10.1109/IE.2010.25|https://doi.org/10.1109/IE.2010.25;;;conf/intenv/ZablotskiyZM10;2017-05-23;;;;;96-99;;;;Some Approaches for Russian Speech Recognition.;;;db/conf/intenv/intenv2010.html#ZablotskiyZM10;;2010
7644714;George Theodorakopoulos 0001|Jean-Yves Le Boudec|Nikodin Ristanovic;;0000-0003-2701-7809;INFOCOM;;;;conf/infocom/2012;;;https://doi.org/10.1109/INFCOM.2012.6195502;;;conf/infocom/RistanovicTB12;2020-09-17;;;;;1377-1385;;;;Traps and pitfalls of using contact traces in performance studies of opportunistic networks.;;;db/conf/infocom/infocom2012.html#RistanovicTB12;;2012
7644851;Murali S. Kodialam|T. V. Lakshman|Zizhong Cao;;;INFOCOM;;;;conf/infocom/2014;;;https://doi.org/10.1109/INFOCOM.2014.6848190;;;conf/infocom/CaoKL14;2017-05-16;;;;;2445-2453;;;;Joint static and dynamic traffic scheduling in data center networks.;;;db/conf/infocom/infocom2014.html#CaoKL14;;2014
7644905;Ching-Chan Wu|Kang G. Shin|Shan-Hung Wu|Wing-Kai Hon;;0000-0002-0570-2904;INFOCOM;;;;conf/infocom/2014;;;https://doi.org/10.1109/INFOCOM.2014.6848168;;;conf/infocom/WuWHS14;2017-09-16;;;;;2247-2255;;;;Rendezvous for heterogeneous spectrum-agile devices.;;;db/conf/infocom/infocom2014.html#WuWHS14;;2014
7644943;Chong-kwon Kim|Jongwon Lee|Seong-il Hahm;;;INFOCOM;;;;conf/infocom/2008;;;https://doi.org/10.1109/INFOCOM.2008.273;;;conf/infocom/HahmLK08;2017-05-16;;;;;2074-2082;;;;Opportunistic Waiver of Data Reception for Exploiting Multiuser Diversity in the Uplink of IEEE 802.11 WLAN.;;;db/conf/infocom/infocom2008.html#HahmLK08;;2008
7646411;Albert G. Greenberg|Albert Wong|Flavio Bonomi|Jennifer Rexford;;;INFOCOM;;;;conf/infocom/1997;;;https://doi.org/10.1109/INFCOM.1997.631123;;;conf/infocom/RexfordBGW97;2017-05-16;;;;;1054-1062;;;;A Scalable Architecture for Fair Leaky-Bucket Shaping.;;;db/conf/infocom/infocom1997-3.html#RexfordBGW97;;1997
7647191;Azer Bestavros|Georgios Smaragdakis|John W. Byers|Mema Roussopoulos|Nikolaos Laoutaris|Pietro Michiardi;;0000-0002-4127-3617|0000-0003-0798-8835;INFOCOM;;;;conf/infocom/2008;;;https://doi.org/10.1109/INFOCOM.2008.37|https://www.wikidata.org/entity/Q61693682;;;conf/infocom/SmaragdakisBLBMR08;2021-07-25;;;;;141-145;;;;Swarming on Optimized Graphs for n-Way Broadcast.;;;db/conf/infocom/infocom2008.html#SmaragdakisBLBMR08;;2008
7648403;Anat Bremler-Barr|Yaron Koral;;;INFOCOM;;;;conf/infocom/2009;;;https://doi.org/10.1109/INFCOM.2009.5061944;;;conf/infocom/Bremler-BarrK09;2017-05-16;;;;;397-405;;;;Accelerating Multi-Patterns Matching on Compressed HTTP Traffic.;;;db/conf/infocom/infocom2009.html#Bremler-BarrK09;;2009
7648597;Brian D. Carrier|Clay Shields;;;INFOCOM;;;;conf/infocom/2002;;;http://doi.ieeecomputersociety.org/10.1109/INFCOM.2002.1019405|https://doi.org/10.1109/INFCOM.2002.1019405;;;conf/infocom/CarrierS02;2019-02-24;;;;;1540-1546;;;;A Recursive Session Token Protocol for use in Computer Forensics and TCP Traceback.;;;db/conf/infocom/infocom2002.html#CarrierS02;;2002
7651234;Hojung Cha|Seonghoon Park|Yonghun Choi;;;INFOCOM;;;;conf/infocom/2021;;;https://doi.org/10.1109/INFOCOM42981.2021.9488671;;;conf/infocom/ParkCC21;2021-08-02;;;;;1-10;;;;WebMythBusters: An In-depth Study of Mobile Web Experience.;;;db/conf/infocom/infocom2021.html#ParkCC21;;2021
7651395;An Thanh Nguyen|Jie Gao 0001|Leonidas J. Guibas|Nikola Milosavljevic|Qing Fang;;;INFOCOM;;;;conf/infocom/2007;;;https://doi.org/10.1109/INFCOM.2007.83;;;conf/infocom/NguyenMFGG07;2019-08-30;;;;;661-669;;;;Landmark Selection and Greedy Landmark-Descent Routing for Sensor Networks.;;;db/conf/infocom/infocom2007.html#NguyenMFGG07;;2007
7652527;Piotr Skowron 0001;;0000-0002-4453-3955;EC;;;;conf/sigecom/2021;;;https://doi.org/10.1145/3465456.3467641;;;conf/sigecom/Skowron21;2022-01-03;;;;;820-840;;;;Proportionality Degree of Multiwinner Rules.;;;db/conf/sigecom/sigecom2021.html#Skowron21;;2021
7659365;Bernd Hamann|Kenneth I. Joy|Lars Linsen|Mark A. Duchaineau|Valerio Pascucci;;;PG;;;;conf/pg/2002;;;http://doi.ieeecomputersociety.org/10.1109/PCCGA.2002.1167878|https://doi.org/10.1109/PCCGA.2002.1167878;;;conf/pg/LinsenPDHJ02;2020-07-28;;;;;346-355;;;;"Hierarchical Representation of Time-Varying Volume Data with ""4th-root-of-2"" Subdivision and Quadrilinear B-Spline Wavelets.";;;db/conf/pg/pg2002.html#LinsenPDHJ02;;2002
7660458;María Esteban|Ramon Jansana|Sergio A. Celani;;;TACL;;;;conf/tacl/2013;;;https://doi.org/10.29007/2fsc;oa;;conf/tacl/CelaniEJ13;2021-08-15;;;;;68-71;;;;Spectral-like duality for Distributive Hilbert Algebras with Infimum.;;;db/conf/tacl/tacl2013.html#CelaniEJ13;;2013
7670398;Bruno Patrão|João Seabra|Paulo Menezes|Samuel Pedro;;0000-0002-4903-3554;exp.at;;;;conf/expat/2015;;;https://doi.org/10.1109/EXPAT.2015.7463287;;;conf/expat/PatraoSPM15a;2020-06-15;;;;;316-320;;;;An affective interaction system to learn about physiological signals.;;;db/conf/expat/expat2015.html#PatraoSPM15a;;2015
7671115;Lin Liu|Tsingsong Zhou|Yang Yang 0007|Yuan Zhang 0003;;;ICCC;;;;conf/iccchina/2016;;;https://doi.org/10.1109/ICCChina.2016.7636787;;;conf/iccchina/ZhouLZY16;2021-08-18;;;;;1-6;;;;Transmission capacity analysis of relay-assisted device-to-device communication in cellular networks.;;;db/conf/iccchina/iccchina2016.html#ZhouLZY16;;2016
7679004;Dong-Young Lee;;;KES (2);;;;conf/kes/2005-2;;;https://doi.org/10.1007/11552451_143;;;conf/kes/Lee05d;2017-05-21;;;;;1036-1042;;;;A Study on the Centralized Database of the Multi-agents Based Integrated Security Management System for Managing Heterogeneous Firewalls.;;;db/conf/kes/kes2005-2.html#Lee05d;;2005
7679915;Nikunj Patel|Tushar Kataria;;;ICVGIP;;;;conf/icvgip/2016;;;https://doi.org/10.1145/3009977.3010038;;;conf/icvgip/PatelK16;2018-11-06;;;;;30:1-30:8;;;;Image hallucination at different times of day using locally affine model and kNN template matching from time-lapse images.;;;db/conf/icvgip/icvgip2016.html#PatelK16;;2016
7680107;Digbalay Bose|Subhasis Chaudhuri;;;ICVGIP;;;;conf/icvgip/2016;;;https://doi.org/10.1145/3009977.3010064;;;conf/icvgip/BoseC16;2018-11-06;;;;;48:1-48:8;;;;Hierarchical spectral clustering based large margin classification of visually correlated categories.;;;db/conf/icvgip/icvgip2016.html#BoseC16;;2016
7681255;John G. Apostolopoulos|Qibin Sun|Susie J. Wee|Wai-Choong Wong|Zhishou Zhang;;0000-0001-6581-234X;ICME;;;;conf/icmcs/2006;;;http://doi.ieeecomputersociety.org/10.1109/ICME.2006.262445|https://doi.org/10.1109/ICME.2006.262445;;;conf/icmcs/ZhangSWAW06;2020-04-29;;;;;541-544;;;;A Content-Aware Stream Authentication Scheme Optimized for Distortion and Overhead.;;;db/conf/icmcs/icme2006.html#ZhangSWAW06;;2006
7683792;Martin Lambers|Xiaoyi Jiang 0001;;;ICME;;;;conf/icmcs/2006;;;http://doi.ieeecomputersociety.org/10.1109/ICME.2006.262920|https://doi.org/10.1109/ICME.2006.262920;;;conf/icmcs/JiangL06;2017-08-06;;;;;1873-1876;;;;DIBR-Based 3D Videos using Non Video Rate Range Image Stream.;;;db/conf/icmcs/icme2006.html#JiangL06;;2006
7685048;Chengyin Liu|Jiayi Ma 0001|Jun Chen 0019|Junjun Jiang|Yuan Gao 0015;;0000-0002-5694-505X|0000-0003-3264-3265;ICME;;;;conf/icmcs/2016;;;http://doi.ieeecomputersociety.org/10.1109/ICME.2016.7552867|https://doi.org/10.1109/ICME.2016.7552867;;;conf/icmcs/MaJGCL16;2020-06-15;;;;;1-6;;;;Robust image matching via feature guided Gaussian mixture model.;;;db/conf/icmcs/icme2016.html#MaJGCL16;;2016
7686408;Bartosz Krawczyk|Gerald Schaefer|Niraj P. Doshi;;;ICME;;;;conf/icmcs/2013;;;http://doi.ieeecomputersociety.org/10.1109/ICME.2013.6607569|https://doi.org/10.1109/ICME.2013.6607569;;;conf/icmcs/SchaeferKD13;2017-05-25;;;;;1-6;;;;Improved LBP texture classification using ensemble learning.;;;db/conf/icmcs/icme2013.html#SchaeferKD13;;2013
